company_id,period_start,period_end,fiscal_year,fiscal_period,filing_form,filed_date,revenue,operating_income,net_income,rd_expense,income_tax,assets,liabilities,equity,cash,inventory,current_assets,current_liabilities,long_term_debt,operating_cash_flow,investing_cash_flow,financing_cash_flow,capital_expenditure,dividends_paid,ticker,company_name,sector,country,industry,exchange,operating_margin,net_profit_margin
20,2015-07-26,2016-07-30,2018,FY,10-K,,,12660000000.0,10739000000.0,6296000000.0,2181000000.0,,,,7631000000.0,,,,,13570000000.0,-8117000000.0,-4699000000.0,1146000000.0,4750000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,,
20,2016-07-31,2017-07-29,2019,FY,10-K,,48005000000.0,11973000000.0,9609000000.0,6059000000.0,2678000000.0,,,66137000000.0,,,,,,13876000000.0,-6036000000.0,-3806000000.0,964000000.0,5511000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.24941151963337152,0.2001666493073638
20,2017-07-30,2018-07-28,2020,FY,10-K,,49330000000.0,12309000000.0,110000000.0,6332000000.0,12929000000.0,,,43204000000.0,,,,,,13666000000.0,15318000000.0,-31764000000.0,834000000.0,5968000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.24952361646057167,0.0022298803973241437
20,2018-07-29,2019-07-27,2021,FY,10-K,,51904000000.0,14219000000.0,11621000000.0,6577000000.0,2950000000.0,,,33571000000.0,,,,,,15831000000.0,14837000000.0,-27889000000.0,909000000.0,5979000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.27394805795314425,0.22389411220715166
20,2019-07-28,2020-07-25,2022,FY,10-K,,49301000000.0,13620000000.0,11214000000.0,6347000000.0,2756000000.0,,,37920000000.0,,,,,,15426000000.0,3500000000.0,-18856000000.0,770000000.0,6016000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.27626214478408145,0.22745988925173932
20,2020-07-26,2021-07-31,2023,FY,10-K,,49818000000.0,12833000000.0,10591000000.0,6549000000.0,2671000000.0,,,41275000000.0,,,,,,15454000000.0,-5285000000.0,-12097000000.0,692000000.0,6163000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.25759765546589586,0.21259384158336345
20,2021-08-01,2022-07-30,2024,FY,10-K,,51557000000.0,13969000000.0,11812000000.0,6774000000.0,2665000000.0,,,39773000000.0,,,,,,13226000000.0,1553000000.0,-15962000000.0,477000000.0,6224000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.2709428399635355,0.22910565005721822
20,2022-07-31,2023-07-29,2025,FY,10-K,,56998000000.0,15031000000.0,12613000000.0,7551000000.0,2705000000.0,,,44353000000.0,,,,,,19886000000.0,-5107000000.0,-11626000000.0,849000000.0,6302000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.26371100740376857,0.2212884662619741
20,2023-07-30,2024-07-27,2025,FY,10-K,,53803000000.0,12181000000.0,10320000000.0,7983000000.0,1914000000.0,124413000000.0,78956000000.0,,7508000000.0,3373000000.0,36862000000.0,40584000000.0,19621000000.0,10880000000.0,-20478000000.0,6844000000.0,670000000.0,6384000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.22640001486905934,0.1918108655651172
20,2024-07-28,2025-07-26,2025,FY,10-K,,56654000000.0,11760000000.0,10180000000.0,9300000000.0,920000000.0,,,,,,,,,14193000000.0,1733000000.0,-15815000000.0,905000000.0,6437000000.0,CSCO,Cisco Systems Inc.,Technology,USA,Networking Equipment,NASDAQ,0.20757581106364953,0.17968722420305716
21,2007-01-01,2007-12-31,2009,FY,10-K,,,,,6153000000.0,4071000000.0,,,,14991000000.0,,,,,,,,4630000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2008-01-01,2008-12-31,2010,FY,10-K,,,,,6337000000.0,4381000000.0,,,,12741000000.0,,,,,18812000000.0,-9285000000.0,-11834000000.0,4171000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2009-01-01,2009-12-31,2009,FY,10-K,,,,,5820000000.0,4713000000.0,,,,12183000000.0,,,,,,,,3447000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2009-12-31,2010-12-31,2012,FY,10-K,,,,,6026000000.0,4890000000.0,,,,10661000000.0,,,,,,,,4185000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2011-01-01,2011-12-31,2013,FY,10-K,,,,,6258000000.0,5148000000.0,,,,11922000000.0,,,,,,,,4108000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2012-01-01,2012-12-31,2014,FY,10-K,,,,,5816000000.0,5541000000.0,119213000000.0,,,,,,,,,,,4082000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2014-01-01,2014-12-31,2016,FY,10-K,,,,,5437000000.0,4234000000.0,,,,8476000000.0,,,,,16868000000.0,-3001000000.0,-15452000000.0,3740000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2015-01-01,2015-12-31,2017,FY,10-K,,,,13190000000.0,5247000000.0,2581000000.0,110495000000.0,,,7686000000.0,,,,,17255000000.0,-8159000000.0,-9413000000.0,3579000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2016-01-01,2016-12-31,2018,FY,10-K,,,,11872000000.0,5726000000.0,449000000.0,117470000000.0,,,,,,,,17084000000.0,-10928000000.0,-5917000000.0,3567000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2017-01-01,2017-12-31,2019,FY,10-K,,,,5753000000.0,5590000000.0,5642000000.0,125356000000.0,,,,,,,,16724000000.0,-7081000000.0,-6418000000.0,3229000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2018-01-01,2018-12-31,2020,FY,10-K,,,,8728000000.0,5379000000.0,2619000000.0,123382000000.0,,,,,,,,15247000000.0,-4913000000.0,-10469000000.0,3395000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2019-01-01,2019-12-31,2021,FY,10-K,,,,9431000000.0,5910000000.0,60000000.0,152186000000.0,,,,,,,,14770000000.0,-26936000000.0,9042000000.0,2286000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2020-01-01,2020-12-31,2022,FY,10-K,,,,5590000000.0,6262000000.0,-1360000000.0,155971000000.0,,,,,,,,18197000000.0,-3028000000.0,-9721000000.0,2618000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2021-01-01,2021-12-31,2023,FY,10-K,,,,5743000000.0,6488000000.0,124000000.0,132001000000.0,113005000000.0,18901000000.0,6650000000.0,1649000000.0,29539000000.0,33619000000.0,44917000000.0,12796000000.0,-5975000000.0,-13354000000.0,2062000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2022-01-01,2022-12-31,2024,FY,10-K,,,,1639000000.0,6567000000.0,-626000000.0,127243000000.0,105222000000.0,21944000000.0,7886000000.0,1552000000.0,29118000000.0,31505000000.0,46189000000.0,10435000000.0,-4202000000.0,-4958000000.0,1346000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2023-01-01,2023-12-31,2025,FY,10-K,,,,7502000000.0,6775000000.0,1176000000.0,135241000000.0,112628000000.0,22533000000.0,13068000000.0,1161000000.0,32908000000.0,34122000000.0,50121000000.0,13931000000.0,-7070000000.0,-1769000000.0,1245000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2024-01-01,2024-12-31,2025,FY,10-K,,,,6023000000.0,7479000000.0,-218000000.0,137175000000.0,109783000000.0,27307000000.0,13947000000.0,1289000000.0,34482000000.0,33142000000.0,49884000000.0,13445000000.0,-4937000000.0,-7079000000.0,1048000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
21,2025-01-01,2025-12-31,2025,FY,10-K,,,,10593000000.0,8316000000.0,-242000000.0,,,,,,,,,13193000000.0,-10302000000.0,-3829000000.0,1091000000.0,,IBM,International Business Machines Corporation,Technology,USA,IT Services,NYSE,,
22,2007-10-01,2008-09-28,2010,FY,10-K,,,3730000000.0,3160000000.0,2281000000.0,666000000.0,,,,1840000000.0,,,,,3558000000.0,-2819000000.0,-1307000000.0,,982000000.0,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2008-09-29,2009-09-27,2011,FY,10-K,,,2542000000.0,1592000000.0,2345000000.0,611000000.0,,,,2717000000.0,,,,,7172000000.0,-5457000000.0,-833000000.0,,1093000000.0,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2009-09-28,2010-09-26,2012,FY,10-K,,,3727000000.0,3247000000.0,2451000000.0,973000000.0,,,,3547000000.0,,,,,4076000000.0,-839000000.0,-2405000000.0,,1177000000.0,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2010-09-27,2011-09-25,2013,FY,10-K,,,5026000000.0,4260000000.0,2995000000.0,1132000000.0,,,,5462000000.0,,,,,4900000000.0,-4489000000.0,1518000000.0,,1346000000.0,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2011-09-26,2012-09-30,2014,FY,10-K,,,5682000000.0,6109000000.0,3915000000.0,1279000000.0,,,,3807000000.0,,,,,5998000000.0,-6877000000.0,-757000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2012-10-01,2013-09-29,2015,FY,10-K,,,7230000000.0,6853000000.0,4967000000.0,1349000000.0,,,,6142000000.0,,,,,8778000000.0,-1578000000.0,-4845000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2013-09-30,2014-09-28,2016,FY,10-K,,,7550000000.0,7967000000.0,5477000000.0,1244000000.0,,,,7907000000.0,,,,,8887000000.0,-1639000000.0,-5480000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2014-09-29,2015-09-27,2017,FY,10-K,,,5776000000.0,5271000000.0,5490000000.0,1219000000.0,,,,7560000000.0,,,,,5506000000.0,-3572000000.0,-2261000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2015-09-28,2016-09-25,2018,FY,10-K,,,6495000000.0,5705000000.0,5151000000.0,1131000000.0,52359000000.0,,,5946000000.0,,,,,7632000000.0,-3488000000.0,-5754000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2016-09-26,2017-09-24,2019,FY,10-K,,,2581000000.0,2445000000.0,5485000000.0,543000000.0,65498000000.0,,30725000000.0,35029000000.0,,,,,5001000000.0,20463000000.0,5571000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2017-09-25,2018-09-30,2020,FY,10-K,,,621000000.0,-4964000000.0,5625000000.0,5356000000.0,32718000000.0,,,,,,,,3908000000.0,2381000000.0,-31500000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2018-10-01,2019-09-29,2021,FY,10-K,,,7667000000.0,4386000000.0,5398000000.0,3095000000.0,32957000000.0,28048000000.0,,11839000000.0,1400000000.0,16765000000.0,8935000000.0,13437000000.0,7286000000.0,-806000000.0,-6386000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2019-09-30,2020-09-27,2022,FY,10-K,,,6255000000.0,5198000000.0,5975000000.0,521000000.0,35594000000.0,29517000000.0,,6707000000.0,2598000000.0,18519000000.0,8672000000.0,15226000000.0,5814000000.0,-5263000000.0,-5707000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2020-09-28,2021-09-26,2023,FY,10-K,,,9789000000.0,9043000000.0,7176000000.0,1231000000.0,41240000000.0,31290000000.0,,7116000000.0,3228000000.0,20075000000.0,11951000000.0,13701000000.0,10536000000.0,-3356000000.0,-6798000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2021-09-27,2022-09-25,2024,FY,10-K,,,15860000000.0,12936000000.0,8194000000.0,2012000000.0,49014000000.0,31001000000.0,,2773000000.0,6341000000.0,20724000000.0,11866000000.0,13537000000.0,9096000000.0,-5804000000.0,-7196000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2022-09-26,2023-09-24,2025,FY,10-K,,,7788000000.0,7232000000.0,8818000000.0,104000000.0,51040000000.0,29459000000.0,,8450000000.0,6422000000.0,22464000000.0,9628000000.0,14484000000.0,11299000000.0,762000000.0,-6663000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2023-09-25,2024-09-29,2025,FY,10-K,,,10071000000.0,10142000000.0,8893000000.0,226000000.0,55154000000.0,28880000000.0,,7849000000.0,6423000000.0,25231000000.0,10504000000.0,13270000000.0,12202000000.0,-3623000000.0,-9269000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
22,2024-09-30,2025-09-28,2025,FY,10-K,,,12355000000.0,5541000000.0,9042000000.0,7122000000.0,,,,,,,,14811000000.0,14012000000.0,-800000000.0,-13196000000.0,,,QCOM,Qualcomm Incorporated,Technology,USA,Semiconductors,NASDAQ,,
23,2007-01-01,2007-12-31,2009,FY,10-K,,,,15365000000.0,,7440000000.0,,,,,,,,,-110560000000.0,-74188000000.0,184056000000.0,,5051000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2009-01-01,2009-12-31,2011,FY,10-K,,,,11728000000.0,,4415000000.0,2119673000000.0,1958828000000.0,160845000000.0,,,,,,122797000000.0,29355000000.0,-153079000000.0,,3422000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2010-01-01,2010-12-31,2012,FY,10-K,,,,17370000000.0,,7489000000.0,2117605000000.0,,,,,,,,-3752000000.0,54002000000.0,-49217000000.0,,1486000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2011-01-01,2011-12-31,2013,FY,10-K,,,,18976000000.0,,7773000000.0,2265792000000.0,,,,,,,,95932000000.0,-170752000000.0,107706000000.0,,3895000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2012-01-01,2012-12-31,2014,FY,10-K,,,,21284000000.0,,7633000000.0,2359141000000.0,,,,,,,,25079000000.0,-119825000000.0,87707000000.0,,5194000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2013-01-01,2013-12-31,2015,FY,10-K,,,,17886000000.0,,8789000000.0,2414879000000.0,,,,,,,,107953000000.0,-150501000000.0,28324000000.0,,6056000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2014-01-01,2014-12-31,2016,FY,10-K,,,,21745000000.0,,8954000000.0,2572274000000.0,,231727000000.0,,,,,,36593000000.0,-165636000000.0,118228000000.0,,6990000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2015-01-01,2015-12-31,2017,FY,10-K,,,,24442000000.0,,6260000000.0,,,,361683000000.0,,,,,73466000000.0,106980000000.0,-187511000000.0,,7873000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2016-01-01,2016-12-31,2018,FY,10-K,,,,24733000000.0,,9803000000.0,2490972000000.0,,254190000000.0,391154000000.0,,,,,21884000000.0,-89202000000.0,98271000000.0,,8476000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2017-01-01,2017-12-31,2019,FY,10-K,,,,24441000000.0,,11459000000.0,2533600000000.0,,255693000000.0,,,,,,-10827000000.0,28249000000.0,14642000000.0,,8993000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2018-01-01,2018-12-31,2020,FY,10-K,,,,32474000000.0,,8290000000.0,2622532000000.0,,256515000000.0,,,,,,15614000000.0,-199420000000.0,34158000000.0,,10109000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2019-01-01,2019-12-31,2021,FY,10-K,,,,36431000000.0,,8435000000.0,2686477000000.0,,261330000000.0,,,,,,4092000000.0,-52059000000.0,32987000000.0,,12343000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2020-01-01,2020-12-31,2022,FY,10-K,,,,29131000000.0,,6684000000.0,3384757000000.0,,279354000000.0,,,,,,-79910000000.0,-261912000000.0,596645000000.0,,12690000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2021-01-01,2021-12-31,2023,FY,10-K,,,,,,11228000000.0,3743567000000.0,,294127000000.0,,,,,,78084000000.0,-129344000000.0,275993000000.0,,12858000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2022-01-01,2022-12-31,2024,FY,10-K,,,,,,8490000000.0,3665743000000.0,,292332000000.0,,,,,,107119000000.0,-137819000000.0,-126257000000.0,,13562000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2023-01-01,2023-12-31,2025,FY,10-K,,,,,,12060000000.0,3875393000000.0,,327878000000.0,,,,,,12974000000.0,67643000000.0,-25571000000.0,,13463000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2024-01-01,2024-12-31,2025,FY,10-K,,,,,,16610000000.0,4002814000000.0,3658056000000.0,344758000000.0,,,,,,-42012000000.0,-163403000000.0,63447000000.0,,14783000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
23,2025-01-01,2025-12-31,2025,FY,10-K,,,,,,15547000000.0,,,,,,,,,-147782000000.0,-265565000000.0,269533000000.0,,16625000000.0,JPM,JPMorgan Chase & Co.,Financial Services,USA,Banking,NYSE,,
24,2007-01-01,2007-12-31,2009,FY,10-K,,,,14982000000.0,,5942000000.0,,,146803000000.0,42531000000.0,,,,,11036000000.0,-108480000000.0,103412000000.0,,10878000000.0,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2008-01-01,2008-12-31,2010,FY,10-K,,,,4008000000.0,,420000000.0,0.0,,,,,,,,4034000000.0,-2930000000.0,-10695000000.0,,11528000000.0,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2010-01-01,2010-12-31,2012,FY,10-K,,,,-2238000000.0,,915000000.0,,,228248000000.0,108427000000.0,,,,,82541000000.0,-30347000000.0,-65334000000.0,,1762000000.0,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2011-01-01,2011-12-31,2013,FY,10-K,,,,1446000000.0,,-1676000000.0,2129046000000.0,1898945000000.0,,,,,,,64448000000.0,52429000000.0,-104654000000.0,,1738000000.0,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2014-01-01,2014-12-31,2016,FY,10-K,,,,5520000000.0,,2443000000.0,,,243476000000.0,138589000000.0,,,,,,,,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2015-01-01,2015-12-31,2017,FY,10-K,,,,15910000000.0,,6277000000.0,,,255615000000.0,159353000000.0,,,,,,,,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2016-01-01,2016-12-31,2018,FY,10-K,,,,17822000000.0,,7199000000.0,,,266195000000.0,,,,,,17277000000.0,-62285000000.0,33153000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2017-01-01,2017-12-31,2019,FY,10-K,,,,18232000000.0,,10981000000.0,,,267146000000.0,,,,,,9864000000.0,-51541000000.0,49268000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2018-01-01,2018-12-31,2020,FY,10-K,,,,28147000000.0,,6437000000.0,,,265325000000.0,,,,,,39520000000.0,-71468000000.0,53118000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2019-01-01,2019-12-31,2021,FY,10-K,,,,27430000000.0,,5324000000.0,,,264810000000.0,,,,,,61777000000.0,-80630000000.0,3377000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2020-01-01,2020-12-31,2022,FY,10-K,,,,17894000000.0,,1101000000.0,,,272924000000.0,,,,,,37993000000.0,-177665000000.0,355819000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2021-01-01,2021-12-31,2023,FY,10-K,,,,31978000000.0,,1998000000.0,,,270066000000.0,,,,,,-7193000000.0,-313291000000.0,291650000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2022-01-01,2022-12-31,2024,FY,10-K,,,,27528000000.0,,3441000000.0,,,273197000000.0,,,,,,-6327000000.0,-2529000000.0,-106039000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2023-01-01,2023-12-31,2025,FY,10-K,,,,26305000000.0,,6225000000.0,,,290209000000.0,,,,,,44982000000.0,-35387000000.0,93345000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2024-01-01,2024-12-31,2025,FY,10-K,,,,26973000000.0,,6250000000.0,3261299000000.0,2967336000000.0,,,,,,,-8805000000.0,-90693000000.0,60369000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
24,2025-01-01,2025-12-31,2025,FY,10-K,,,,30509000000.0,,7186000000.0,,,,,,,,,12613000000.0,-145157000000.0,69948000000.0,,,BAC,Bank of America Corporation,Financial Services,USA,Banking,NYSE,,
25,2006-11-25,2007-11-30,2009,FY,10-K,,,,11599000000.0,,6005000000.0,,,42800000000.0,,,,,,,,,,831000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2007-12-01,2008-11-28,2009,FY,10-K,,,,2322000000.0,,14000000.0,884547000000.0,820178000000.0,64369000000.0,,,,,,,,,,850000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2007-12-01,2008-11-30,2010,FY,10-K,,,,2322000000.0,,14000000.0,884547000000.0,,64369000000.0,,,,,,,,,,850000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,1900-01-01,2008-12-31,2010,FY,10-K,,,,-780000000.0,,-478000000.0,1112225000000.0,,,,,,,,,,,,,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2008-12-27,2009-12-31,2009,FY,10-K,,,,13385000000.0,,6444000000.0,848942000000.0,,70714000000.0,,,,,,,,,,2205000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2009-12-31,2010-12-31,2012,FY,10-K,,,,8354000000.0,,4538000000.0,,,,39788000000.0,,,,,,,,,1443000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2011-01-01,2011-12-31,2013,FY,10-K,,,,4442000000.0,,1727000000.0,,,,56008000000.0,,,,,,,,1184000000.0,2771000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2012-01-01,2012-12-31,2014,FY,10-K,,,,7475000000.0,,3732000000.0,938555000000.0,,75716000000.0,,,,,,,,,961000000.0,1086000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2014-01-01,2014-12-31,2016,FY,10-K,,,,8477000000.0,,3880000000.0,,,,75025000000.0,,,,,,,,678000000.0,1454000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2015-01-01,2015-12-31,2017,FY,10-K,,,,6083000000.0,,2695000000.0,,,,93439000000.0,,,,,,,,1833000000.0,1681000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2016-01-01,2016-12-31,2018,FY,10-K,,,,7398000000.0,,2906000000.0,,,,121711000000.0,,,,,6494000000.0,9675000000.0,12103000000.0,2865000000.0,1706000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2017-01-01,2017-12-31,2019,FY,10-K,,,,4286000000.0,,6846000000.0,,,,110051000000.0,,,,,-20489000000.0,-26377000000.0,35206000000.0,3184000000.0,1769000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2018-01-01,2018-12-31,2020,FY,10-K,,,,10459000000.0,,2022000000.0,,,,130547000000.0,,,,,16564000000.0,-18820000000.0,22752000000.0,7982000000.0,1810000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2019-01-01,2019-12-31,2021,FY,10-K,,,,8466000000.0,,2117000000.0,,,90265000000.0,133546000000.0,,,,,23868000000.0,-24236000000.0,3367000000.0,8443000000.0,2104000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2020-01-01,2020-12-31,2022,FY,10-K,,,,9459000000.0,,3020000000.0,,,95932000000.0,,,,,,-18535000000.0,-34356000000.0,70380000000.0,6309000000.0,2336000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2021-01-01,2021-12-31,2023,FY,10-K,,,,21635000000.0,,5409000000.0,,,109926000000.0,,,,,,6298000000.0,-30465000000.0,134738000000.0,4667000000.0,2725000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2022-01-01,2022-12-31,2024,FY,10-K,,,,11261000000.0,,2225000000.0,,,117189000000.0,,,,,,8708000000.0,-75960000000.0,59602000000.0,3748000000.0,3682000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2023-01-01,2023-12-31,2025,FY,10-K,,,,8516000000.0,,2223000000.0,,,116905000000.0,,,,,,-12587000000.0,-17312000000.0,27800000000.0,2316000000.0,4189000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2024-01-01,2024-12-31,2025,FY,10-K,,,,14276000000.0,,4121000000.0,1675972000000.0,1553976000000.0,121996000000.0,182092000000.0,,,,,-13212000000.0,-49624000000.0,7323000000.0,2091000000.0,4497000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
25,2025-01-01,2025-12-31,2025,FY,10-K,,,,17176000000.0,,4676000000.0,,,,,,,,,-45154000000.0,-44227000000.0,66100000000.0,2064000000.0,5277000000.0,GS,Goldman Sachs Group Inc.,Financial Services,USA,Investment Banking,NYSE,,
26,2006-12-01,2007-11-30,2009,FY,10-K,,,,3209000000.0,,576000000.0,,,,25598000000.0,,,,,-22249000000.0,-11438000000.0,38085000000.0,,1219000000.0,MS,Morgan Stanley,Financial Services,USA,Investment Banking,NYSE,,
26,2007-12-01,2008-11-30,2010,FY,10-K,,,,1707000000.0,,16000000.0,,,,78654000000.0,,,,,73417000000.0,-831000000.0,-16984000000.0,,1227000000.0,MS,Morgan Stanley,Financial Services,USA,Investment Banking,NYSE,,
26,2009-01-01,2009-12-31,2011,FY,10-K,,,,1346000000.0,,-297000000.0,,,,31991000000.0,,,,,-45951000000.0,-4472000000.0,3024000000.0,,1732000000.0,MS,Morgan Stanley,Financial Services,USA,Investment Banking,NYSE,,
